StartDate,EndDate,Status,IPAddress,Progress,Duration,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_6_TEXT,Q2,Q2_4_TEXT,Q3,Q3_1_TEXT,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q_DataPolicyViolations
22/11/2023 22:46,22/11/2023 22:50,IP Address,46.30.132.204,100,194,TRUE,22/11/2023 22:50,R_1NwxEdJaD0L4oXu,,,,,60.1797,24.9344,anonymous,EN-GB,,,,,,,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
21/11/2023 19:47,23/11/2023 1:51,IP Address,5.150.246.94,100,108254,TRUE,23/11/2023 1:51,R_8BNDH0T24SaP6Sd,,,,,59.3287,18.0717,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,I have used an appraisal tool(s),"MMAT, RoB-2 (somewhat), AMSTAR2, CEEDER,  but I also built custom appraisal tools for reviews",Moderately important,data sensitive,,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,,data sensitive,,data sensitive,Extremely important,data sensitive,,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,,data sensitive,data sensitive,data sensitive,
23/11/2023 6:46,23/11/2023 6:59,IP Address,50.5.94.3,100,803,TRUE,23/11/2023 6:59,R_T1HNaJiMtSakxuV,,,,,39.1059,-84.5047,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer,Editor",,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Not at all important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
23/11/2023 8:58,23/11/2023 9:02,IP Address,103.31.114.3,100,246,TRUE,23/11/2023 9:02,R_2Ysre6x2shF3aRQ,,,,,-33.8715,151.2006,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),AMSTAR 2 & ROBIS,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
23/11/2023 10:51,23/11/2023 11:10,IP Address,193.115.124.121,100,1140,TRUE,23/11/2023 11:10,R_3qlja1zHKuR1lrr,,,,,-34.9281,138.5999,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),used a framework published in an article,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
16/11/2023 15:20,16/11/2023 15:23,IP Address,210.212.233.50,8,125,FALSE,23/11/2023 15:23,R_2Yst38UdZanVKEQ,,,,,,,anonymous,EN-GB,PhD student,,Author,,No experience,,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
16/11/2023 20:28,16/11/2023 20:31,IP Address,120.153.133.215,28,160,FALSE,23/11/2023 21:15,R_3hGdvBdbHtQjUv9,,,,,,,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
23/11/2023 23:46,23/11/2023 23:54,IP Address,139.14.20.209,100,499,TRUE,23/11/2023 23:54,R_2coVIgB3sCYpxQp,,,,,49.1968,8.1219,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,No experience,,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
23/11/2023 23:40,24/11/2023 0:01,IP Address,46.30.132.204,100,1244,TRUE,24/11/2023 0:01,R_24nLRL8C0wVw4KN,,,,,60.1797,24.9344,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),https://soil.copernicus.org/articles/9/117/2023/,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
24/11/2023 3:07,24/11/2023 3:12,IP Address,130.223.51.6,100,308,TRUE,24/11/2023 3:12,R_Djk1SKZXggTahUd,,,,,46.4855,6.5626,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
24/11/2023 4:12,24/11/2023 4:26,IP Address,24.85.226.94,100,862,TRUE,24/11/2023 4:26,R_3EAswfk52O3hdiT,,,,,49.2624,-123.1604,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,data sensitive,data sensitive,
24/11/2023 4:52,24/11/2023 4:59,IP Address,72.240.248.83,100,436,TRUE,24/11/2023 4:59,R_3feN0WSsvZLoEvg,,,,,41.7697,-83.5824,anonymous,EN-GB,Senior career researcher,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Not at all important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
17/11/2023 18:24,17/11/2023 18:27,IP Address,94.234.97.75,0,198,FALSE,24/11/2023 18:27,R_6fdkhN1O5xvueK5,,,,,,,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
24/11/2023 21:09,24/11/2023 21:29,IP Address,80.193.15.136,100,1245,TRUE,24/11/2023 21:29,R_0O3iPuBjcRRPxXr,,,,,56.0711,-3.7696,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
24/11/2023 23:28,25/11/2023 0:23,IP Address,193.136.60.226,100,3274,TRUE,25/11/2023 0:23,R_7VcxiS2aHZnssdX,,,,,41.1691,-8.6793,anonymous,EN-GB,PhD student,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
25/11/2023 1:39,25/11/2023 1:43,IP Address,130.54.130.250,100,235,TRUE,25/11/2023 1:43,R_1IiJZ8kdrS4ljNX,,,,,35.0203,135.7602,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
25/11/2023 2:05,25/11/2023 2:12,IP Address,176.72.96.52,100,420,TRUE,25/11/2023 2:12,R_2zANMoWezlahjI7,,,,,60.1797,24.9344,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer,Editor",,No experience,,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
25/11/2023 2:32,25/11/2023 3:00,IP Address,193.136.214.181,100,1663,TRUE,25/11/2023 3:00,R_2aJ4VV3W4pdBppF,,,,,40.2057,-8.4213,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer,Editor",,No experience,,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
25/11/2023 3:28,25/11/2023 4:24,IP Address,90.216.170.133,100,3367,TRUE,25/11/2023 4:24,R_1oBGnUc2KOBUNoy,,,,,51.5667,-1.1985,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
25/11/2023 6:23,25/11/2023 6:29,IP Address,83.202.3.225,100,332,TRUE,25/11/2023 6:29,R_3hAN8AzvLnUXDdD,,,,,48.8323,2.4075,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),Armstar + other standard quality criteria published in the literature,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
25/11/2023 9:45,25/11/2023 10:09,IP Address,72.182.105.168,100,1492,TRUE,25/11/2023 10:09,R_2fJyntvA7NGm8ef,,,,,30.2881,-97.764,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,,data sensitive,,data sensitive,Extremely important,data sensitive,,data sensitive,Very important,data sensitive,,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,,data sensitive,Extremely important,data sensitive,,data sensitive,data sensitive,data sensitive,
18/11/2023 11:31,18/11/2023 11:32,IP Address,67.160.158.78,13,109,FALSE,25/11/2023 11:32,R_8dJGmSveMrqAzAt,,,,,,,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
26/11/2023 8:11,26/11/2023 8:15,IP Address,122.106.81.193,100,229,TRUE,26/11/2023 8:15,R_1BXe8EvLFmhbOJw,,,,,-33.8715,151.2006,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
26/11/2023 16:23,26/11/2023 16:33,IP Address,202.61.199.26,100,583,TRUE,26/11/2023 16:33,R_3iEiKIFv0YARxRN,,,,,49.4516,11.0867,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
27/11/2023 1:32,27/11/2023 1:38,IP Address,85.148.174.2,100,344,TRUE,27/11/2023 1:38,R_2uWCtOnOGGLTAOw,,,,,51.8761,5.9769,anonymous,EN-GB,Early career researcher,,Author,,I have used an appraisal tool(s),PRISMA,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
20/11/2023 9:22,20/11/2023 9:24,IP Address,94.175.158.166,28,147,FALSE,27/11/2023 9:24,R_yE17XbuSRSTXJUB,,,,,,,anonymous,EN-GB,PhD student,,Author,,I have heard of an appraisal tool(s),,Not at all important,data sensitive,Slightly important,data sensitive,Not at all important,data sensitive,Not at all important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
27/11/2023 11:50,27/11/2023 12:00,IP Address,150.82.220.27,100,567,TRUE,27/11/2023 12:00,R_30ud38JofdxCFeP,,,,,35.9838,139.7538,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
27/11/2023 20:36,27/11/2023 20:48,IP Address,31.151.115.56,100,734,TRUE,27/11/2023 20:48,R_2QrrapC0rIYEuoH,,,,,52.3882,4.8844,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Slightly important,data sensitive,Slightly important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
27/11/2023 19:18,27/11/2023 21:34,IP Address,150.214.205.46,100,8140,TRUE,27/11/2023 21:34,R_YQ6dEBGBmNouJm9,,,,,37.1757,-3.5975,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer,Editor",,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
28/11/2023 3:56,28/11/2023 4:06,IP Address,128.218.42.47,100,572,TRUE,28/11/2023 4:06,R_3n0DO55L727VhcB,,,,,37.8021,-122.433,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),"AMSTAR, ROBIS",Extremely important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Moderately important,data sensitive,Not at all important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Not at all important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
28/11/2023 4:22,28/11/2023 4:25,IP Address,132.198.177.51,100,208,TRUE,28/11/2023 4:25,R_AEYINQaU1SN7pEl,,,,,44.3102,-73.2285,anonymous,EN-GB,Early career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
29/11/2023 0:49,29/11/2023 1:15,IP Address,86.182.12.155,100,1572,TRUE,29/11/2023 1:15,R_ut6mJN3NeZHEMVz,,,,,51.3076,0.4787,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),CEESAT,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,data sensitive,data sensitive,
29/11/2023 13:16,29/11/2023 13:23,IP Address,209.30.119.111,100,427,TRUE,29/11/2023 13:23,R_elY2kS8bEhbb5nz,,,,,36.1671,-86.7861,anonymous,EN-GB,Senior career researcher,,"Author,Reviewer,Editor",,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
22/11/2023 21:03,22/11/2023 21:13,IP Address,77.235.243.67,13,593,FALSE,29/11/2023 21:13,R_2VaaZF6ZQx9rLRO,,,,,,,anonymous,EN-GB,Senior career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
23/11/2023 12:48,23/11/2023 12:51,IP Address,131.217.255.200,28,191,FALSE,30/11/2023 12:51,R_8As9J8wY7rSvlyF,,,,,,,anonymous,EN-GB,Other ,,Other,,I have used an appraisal tool(s),"Cochrane, CASP, ROBINS",Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
23/11/2023 4:27,24/11/2023 3:29,IP Address,192.100.192.44,33,82932,FALSE,01/12/2023 3:29,R_1jBot9cvIcY0hSn,,,,,,,anonymous,EN-GB,Middle career researcher,,Author,,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
01/12/2023 6:13,01/12/2023 6:34,IP Address,217.151.147.6,100,1268,TRUE,01/12/2023 6:34,R_1FIXiMQTWLVjgBU,,,,,49.4841,8.374,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),"PRISMA, EFSA CATs",Very important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Slightly important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
02/12/2023 1:50,02/12/2023 2:03,IP Address,188.26.195.92,100,768,TRUE,02/12/2023 2:03,R_2e42rqsj57d9Lan,,,,,40.4789,-3.3563,anonymous,EN-GB,Middle career researcher,,Author,,I have used an appraisal tool(s),OpenMee software,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Slightly important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
02/12/2023 4:00,02/12/2023 4:08,IP Address,173.73.240.136,100,498,TRUE,02/12/2023 4:08,R_9GhuHIqkT8ZCcJb,,,,,39.037,-77.0412,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Very important,data sensitive,data sensitive,data sensitive,
26/11/2023 23:33,27/11/2023 1:02,IP Address,1.80.153.130,18,5352,FALSE,04/12/2023 1:02,R_2Bu4QkEzI1gEPmR,,,,,,,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,No experience,,Very important,data sensitive,Very important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
27/11/2023 23:25,27/11/2023 23:30,IP Address,112.86.229.25,8,287,FALSE,04/12/2023 23:30,R_1IEhR9gPZEsaP9q,,,,,,,anonymous,EN-GB,Middle career researcher,,"Author,Reviewer",,I have used an appraisal tool(s),metafor,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
28/11/2023 3:02,28/11/2023 3:18,IP Address,195.169.223.153,38,991,FALSE,05/12/2023 3:18,R_3hGygdSgPInhO0P,,,,,,,anonymous,EN-GB,Middle career researcher,,Author,,No experience,,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Not at all important,data sensitive,Not at all important,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,,data sensitive,data sensitive,data sensitive,
05/12/2023 23:09,05/12/2023 23:21,IP Address,130.225.21.25,100,765,TRUE,05/12/2023 23:21,R_4JcAqXiWebIQkVz,,,,,56.1567,10.2153,anonymous,EN-GB,Early career researcher,,"Author,Reviewer",,I have heard of an appraisal tool(s),,Extremely important,data sensitive,Very important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Very important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Extremely important,data sensitive,Moderately important,data sensitive,Very important,data sensitive,Moderately important,data sensitive,data sensitive,data sensitive,
